city,country,iso2,population,lat,lon,gni_ppp_year,gni_ppp,gni_usd_year,gni_usd,income_index
Tokyo,Japan,JP,14264798,35.689444444,139.691666666,2024,55120.0,2024,36030.0,2.0475482912332836
Tokyo,Japan,JP,14264798,35.689444444,139.691666666,2024,55120.0,2024,36030.0,2.0475482912332836
Tokyo,Japan,JP,14264798,35.689444444,139.691666666,2024,55120.0,2024,36030.0,2.0475482912332836
Tokyo,Japan,JP,14264798,35.689444444,139.691666666,2024,55120.0,2024,36030.0,2.0475482912332836
Metro Manila,Philippines,PH,14001751,14.583333333,121.0,2024,13330.0,2024,4470.0,0.49517087667161963
Greater Buenos Aires,Argentina,AR,13985794,-34.6083,-58.3719,2024,29570.0,2024,13440.0,1.098439821693908
Tianjin,People's Republic of China,CN,13866009,39.146666666,117.205555555,2024,26920.0,2024,13660.0,1.0
Tianjin,People's Republic of China,CN,13866009,39.146666666,117.205555555,2024,26920.0,2024,13660.0,1.0
Tianjin,People's Republic of China,CN,13866009,39.146666666,117.205555555,2024,26920.0,2024,13660.0,1.0
Tianjin,People's Republic of China,CN,13866009,39.146666666,117.205555555,2024,26920.0,2024,13660.0,1.0
Tianjin,People's Republic of China,CN,13866009,39.146666666,117.205555555,2024,26920.0,2024,13660.0,1.0
Tianjin,People's Republic of China,CN,13866009,39.146666666,117.205555555,2024,26920.0,2024,13660.0,1.0
Moscow,Russia,RU,13274285,55.750555555,37.6175,2024,46780.0,2024,15320.0,1.737741456166419
Moscow,Russia,RU,13274285,55.750555555,37.6175,2024,46780.0,2024,15320.0,1.737741456166419
Moscow,Russia,RU,13274285,55.750555555,37.6175,2024,46780.0,2024,15320.0,1.737741456166419
Moscow,Russia,RU,13274285,55.750555555,37.6175,2024,46780.0,2024,15320.0,1.737741456166419
Xi'an,People's Republic of China,CN,12952907,34.261111111,108.942222222,2024,26920.0,2024,13660.0,1.0
Xi'an,People's Republic of China,CN,12952907,34.261111111,108.942222222,2024,26920.0,2024,13660.0,1.0
Xi'an,People's Republic of China,CN,12952907,34.261111111,108.942222222,2024,26920.0,2024,13660.0,1.0
Xi'an,People's Republic of China,CN,12952907,34.261111111,108.942222222,2024,26920.0,2024,13660.0,1.0
Xi'an,People's Republic of China,CN,12952907,34.261111111,108.942222222,2024,26920.0,2024,13660.0,1.0
Xi'an,People's Republic of China,CN,12952907,34.261111111,108.942222222,2024,26920.0,2024,13660.0,1.0
Suzhou,People's Republic of China,CN,12748262,31.3,120.619444444,2024,26920.0,2024,13660.0,1.0
Suzhou,People's Republic of China,CN,12748262,31.3,120.619444444,2024,26920.0,2024,13660.0,1.0
Zhengzhou,People's Republic of China,CN,12600574,34.74919,113.66051,2024,26920.0,2024,13660.0,1.0
Zhengzhou,People's Republic of China,CN,12600574,34.74919,113.66051,2024,26920.0,2024,13660.0,1.0
